open,high,low,pre_close,change,pct_chg,vol,amount,close,ave_change,pred_change,real_trend,pred_trend,random_trend
72.65,75.15,72.52,73.38,1.7,2.32,934726.29,6959739.461,75.08,0.21000000000000005,-0.07648855638003715,0,0,0
75.0,75.6,74.05,75.08,0.4,0.53,1415762.91,10624480.475,75.48,-0.57,0.6628705704300075,0,1,1
74.87,76.38,74.13,75.48,0.53,0.7,1007583.37,7592895.872,76.01,-1.5433333333333332,0.1389296987000475,-1,0,1
74.4,75.95,74.3,76.01,-0.3,-0.39,948054.42,7124096.933999999,75.71,-2.24,0.0951336616228802,-1,0,-1
73.85,74.7,72.5,75.71,-1.94,-2.56,2049666.83,15035748.670999998,73.77,-3.1133333333333333,-0.15465038779658885,-1,0,0
74.6,74.65,70.5,73.77,-2.39,-3.24,1747840.83,12632931.015999999,71.38,-2.1399999999999997,0.2588935232143686,-1,1,1
70.61,71.5,68.37,71.38,-2.39,-3.35,1530108.9,10664335.041000001,68.99,-0.6566666666666664,-0.01256623481610817,0,0,-1
66.5,66.97,62.2,68.99,-4.56,-6.61,2492029.78,16087878.594,64.43,1.4866666666666666,0.36644994060735636,1,1,0
64.66,65.65,64.0,64.43,0.53,0.82,1029611.77,6677189.824,64.96,1.6033333333333335,0.6609658557438488,1,1,0
66.2,68.35,66.06,64.96,2.06,3.17,1147957.2,7736172.612000001,67.02,1.2066666666666668,0.2801004961708126,1,1,1
67.5,69.19,67.2,67.02,1.87,2.79,646501.88,4399687.785,68.89,0.6366666666666666,0.05082872971909592,0,0,0
70.23,70.42,69.23,68.89,0.88,1.28,783649.99,5477772.497,69.77,0.013333333333333345,0.030956046622782625,0,0,1
70.25,71.46,69.83,69.77,0.87,1.25,556011.07,3929000.289,70.64,-0.96,0.018443976304281726,-1,0,1
70.99,71.58,69.6,70.64,0.16,0.23,693840.92,4900094.21,70.8,-0.6233333333333334,-0.007826613067423369,0,0,-1
71.02,71.19,69.47,70.8,-0.99,-1.4,780994.82,5485814.9120000005,69.81,-0.71,0.22283087869675544,0,0,0
69.2,69.24,67.7,69.81,-2.05,-2.94,782170.46,5354288.636,67.76,0.03999999999999998,0.3364561220677994,0,1,0
67.18,69.38,66.88,67.76,1.17,1.73,663296.17,4535163.8319999995,68.93,0.12999999999999998,0.11544108786580412,0,0,0
68.0,68.66,67.45,68.93,-1.25,-1.81,581439.32,3950841.316,67.68,0.36666666666666664,0.308499114074327,0,1,-1
67.66,68.59,67.0,67.68,0.2,0.3,609823.8,4123448.692,67.88,0.8866666666666667,0.19528696956317385,1,0,-1
68.4,69.39,67.4,67.88,1.44,2.12,657077.23,4498428.233,69.32,0.5233333333333333,0.06718696954059293,0,0,0
68.98,70.18,68.18,69.32,-0.54,-0.78,590555.01,4086838.91,68.78,0.7799999999999999,0.35263562695293815,1,1,1
69.06,70.84,68.76,68.78,1.76,2.56,692681.65,4847200.944,70.54,-0.37333333333333335,0.019402896819609848,0,0,1
71.0,71.46,70.31,70.54,0.35,0.5,476222.0,3371832.639,70.89,-0.69,0.05715803572608762,0,0,-1
71.6,71.86,70.6,70.89,0.23,0.32,583351.47,4159385.5289999996,71.12,-0.20999999999999996,0.02245016960795398,0,0,-1
71.2,71.35,69.18,71.12,-1.7,-2.39,609492.27,4270300.75,69.42,0.3633333333333333,0.21753755291727028,0,0,0
68.85,69.2,68.26,69.42,-0.6,-0.86,514760.79,3538649.61,68.82,1.6633333333333333,0.3512832890955215,1,1,0
68.41,70.7,68.4,68.82,1.67,2.43,627110.86,4389005.513,70.49,1.2,0.037620241762868004,1,0,-1
70.7,71.95,70.45,70.49,0.02,0.03,701326.23,4999966.473999999,70.51,1.1033333333333333,0.024594111159788986,1,0,0
70.89,73.88,70.48,70.51,3.3,4.68,924499.82,6687346.253,73.81,-0.31,0.11027007215206974,0,0,0
73.1,74.19,72.7,73.81,0.28,0.38,659778.35,4847776.967,74.09,-1.2633333333333334,-0.03087473810432801,-1,0,-1
76.7,76.71,73.03,74.09,-0.27,-0.36,1367485.93,10277152.012,73.82,-1.8466666666666667,0.3465796188804403,-1,1,1
73.51,74.17,71.68,73.82,-0.94,-1.27,902877.52,6578006.315,72.88,-1.5733333333333333,-0.041319807617904485,-1,0,1
70.0,70.77,69.42,72.88,-2.58,-3.54,1486954.92,10435410.981,70.3,-1.6333333333333335,-0.02655381449583634,-1,0,0
69.2,69.97,66.98,70.3,-2.02,-2.87,1380985.19,9441425.605,68.28,-0.63,-0.02668841003138027,0,0,0
69.58,69.66,67.5,68.28,-0.12,-0.18,1039920.27,7111483.067000001,68.16,-0.9499999999999998,-0.022021392028898093,-1,0,1
67.0,67.68,64.88,68.16,-2.76,-4.05,1420787.82,9380984.826,65.4,-0.2466666666666667,-0.03038501365225134,0,0,1
65.42,67.28,63.51,65.4,0.99,1.51,1462545.73,9514381.379,66.39,-0.6266666666666666,0.8575240285929387,0,1,1
66.01,66.27,64.8,66.39,-1.08,-1.63,842022.51,5499095.857999999,65.31,-0.25333333333333335,0.3838171978069035,0,1,-1
64.25,66.25,64.22,65.31,-0.65,-1.0,805559.09,5242356.77,64.66,0.4333333333333333,0.4155429442120584,0,1,-1
63.95,64.95,63.84,64.66,-0.15,-0.23,604070.68,3885145.8039999995,64.51,1.2466666666666668,0.31960760529712917,1,1,1
64.9,65.58,63.98,64.51,0.04,0.06,679989.53,4414551.485,64.55,1.04,0.32540915631286704,1,1,0
64.99,65.99,64.05,64.55,1.41,2.18,716142.85,4679345.562,65.96,0.25333333333333335,0.16524658473195977,0,0,-1
65.69,68.4,65.39,65.96,2.29,3.47,905139.72,6064986.129,68.25,-0.69,0.10337566747780236,0,0,-1
68.3,68.57,67.48,68.25,-0.58,-0.85,720924.32,4894354.063,67.67,-1.1233333333333333,0.3726142904930757,-1,1,1
67.91,67.97,66.69,67.67,-0.95,-1.4,544502.5,3659539.916,66.72,-1.1966666666666665,0.3669158005711045,-1,1,0
67.43,67.45,66.05,66.72,-0.54,-0.81,466385.74,3114028.9289999995,66.18,-0.89,0.3532984239010637,-1,1,-1
66.01,66.66,63.88,66.18,-1.88,-2.84,809639.57,5244687.54,64.3,0.06000000000000002,0.28863777098407756,0,1,1
64.44,64.86,62.83,64.3,-1.17,-1.82,831672.88,5312790.696,63.13,0.34,0.3357853421179451,0,1,-1
63.78,63.95,62.6,63.13,0.38,0.6,764845.49,4841197.6680000005,63.51,0.49333333333333335,0.34857517503275853,0,1,0
63.9,64.95,63.66,63.51,0.97,1.53,726473.75,4680959.624,64.48,0.6933333333333334,0.2775807889043401,1,1,0
64.2,64.87,63.51,64.48,-0.33,-0.51,603340.73,3871514.93,64.15,0.45,0.34966203021656506,0,1,-1
64.15,65.16,63.78,64.15,0.84,1.31,544466.66,3516175.405,64.99,-0.6233333333333333,0.1459245772953803,0,0,1
65.4,67.06,65.28,64.99,1.57,2.42,906954.07,6024928.823,66.56,-1.89,0.20733963516739629,-1,0,1
66.04,66.46,65.31,66.56,-1.06,-1.59,477827.61,3141687.1539999996,65.5,-1.3866666666666665,0.30680123241335755,-1,1,-1
65.68,65.89,62.81,65.5,-2.38,-3.63,841553.82,5364614.954,63.12,-0.5599999999999999,0.22593257503152944,0,0,0
63.55,63.73,58.34,63.12,-2.23,-3.53,2602862.57,15747812.239,60.89,-0.05999999999999998,0.11753872423294728,0,0,-1
61.36,61.79,60.75,60.89,0.45,0.74,708908.42,4341690.751,61.34,-0.05000000000000001,0.14121729072787975,0,0,-1
60.88,61.58,59.9,61.34,0.1,0.16,629125.38,3831120.277,61.44,0.5466666666666666,0.07356155604126632,0,0,0
61.33,61.64,60.64,61.44,-0.73,-1.19,441586.75,2694568.405,60.71,0.7466666666666667,0.12085791907215904,1,0,1
60.55,61.47,59.71,60.71,0.48,0.79,829447.83,5035372.512,61.19,0.6633333333333332,0.2797903922292231,0,1,0
61.36,63.88,61.24,61.19,1.89,3.09,1174720.62,7388303.87,63.08,0.006666666666666668,0.32488751049367526,0,1,1
63.1,63.4,62.52,63.08,-0.13,-0.21,484431.0,3048008.852,62.95,0.3833333333333333,0.18240443240706097,0,0,1
63.3,63.75,62.61,62.95,0.23,0.37,498178.32,3143778.292,63.18,0.26333333333333336,0.11967093166781714,0,0,-1
63.58,63.66,62.81,63.18,-0.08,-0.13,452105.51,2859210.137,63.1,-0.09666666666666664,0.16829028819098996,0,0,1
63.7,64.58,63.5,63.1,1.0,1.58,683709.16,4387898.493,64.1,-0.7000000000000001,0.2223272379889036,0,0,1
64.5,64.59,63.4,64.1,-0.13,-0.2,529529.16,3376776.3210000005,63.97,-0.31,0.26648646834808914,0,1,1
63.68,63.92,62.63,63.97,-1.16,-1.81,559514.39,3539081.1539999996,62.81,0.2833333333333333,0.25158277399056017,0,0,-1
63.09,63.19,61.94,62.81,-0.81,-1.29,477782.23,2981258.0930000003,62.0,0.3366666666666667,0.22851451905486028,0,0,0
61.88,63.12,61.59,62.0,1.04,1.68,566253.26,3532704.058,63.04,-0.4266666666666667,0.035000098407750535,0,0,1
63.55,64.15,63.27,63.04,0.62,0.98,705065.71,4492367.179,63.66,-0.8133333333333334,0.28377967881142,0,1,1
63.58,63.84,62.5,63.66,-0.65,-1.02,437692.14,2757950.4080000003,63.01,-0.49333333333333335,0.24728829875539357,0,0,0
62.95,62.95,61.67,63.01,-1.25,-1.98,569154.52,3531232.659,61.76,0.24666666666666667,0.19123748963928341,0,0,0
61.96,62.27,61.16,61.76,-0.54,-0.87,441513.27,2725820.768,61.22,0.3866666666666667,0.13937822034880912,0,0,1
61.38,62.18,61.34,61.22,0.31,0.51,353929.69,2183913.985,61.53,-0.29333333333333333,-0.14191674866307555,0,0,0
61.8,62.88,61.55,61.53,0.97,1.58,458948.75,2861428.758,62.5,-0.12333333333333336,-0.07392521346147629,0,0,1
62.32,62.66,61.3,62.5,-0.12,-0.19,636474.46,3944873.8030000003,62.38,-0.24666666666666667,0.21963401132088348,0,0,-1
61.31,61.7,60.58,62.38,-1.73,-2.77,490836.64,2998177.225,60.65,0.96,0.008237262386100735,1,0,0
61.11,62.18,60.71,60.65,1.48,2.44,665388.31,4096852.001,62.13,0.8166666666666668,0.06369175960261533,1,0,-1
61.91,62.19,61.28,62.13,-0.49,-0.79,408007.64,2516195.954,61.64,0.7233333333333333,0.12659871987618043,1,0,1
62.1,63.71,61.9,61.64,1.89,3.07,858897.4,5418564.799,63.53,0.30333333333333334,0.13932278807279247,0,0,-1
63.59,65.0,63.21,63.53,1.05,1.65,885172.55,5683935.967,64.58,-0.33,0.433937099281868,0,1,0
64.43,64.45,63.71,64.58,-0.77,-1.19,490220.28,3140622.7819999997,63.81,0.14,0.31459717711586366,0,1,-1
63.27,64.54,63.02,62.61,0.63,1.01,746266.79,4763077.383,63.24,0.22,0.32575631057087917,0,1,-1
62.97,63.24,61.95,63.24,-0.85,-1.34,579391.37,3617103.478,62.39,0.45333333333333337,0.28430473313974636,0,1,0
62.25,63.2,61.85,62.39,0.64,1.03,512803.13,3204236.377,63.03,0.47,0.01909029059398062,0,0,0
63.2,64.25,62.82,63.03,0.87,1.38,763559.25,4866437.06,63.9,0.24333333333333332,0.3228697888217541,0,1,1
63.8,63.91,63.35,63.9,-0.15,-0.23,459053.26,2922589.416,63.75,-0.5533333333333333,0.2146887556092116,0,0,-1
63.58,65.35,63.45,63.75,0.69,1.08,798484.71,5164445.267,64.44,-0.8633333333333333,0.4075542530085826,-1,1,-1
64.1,65.16,64.02,64.44,0.19,0.29,666582.72,4315505.697,64.63,-1.18,0.3004514082373469,-1,1,0
63.8,64.2,61.8,64.63,-2.54,-3.93,1278263.6,8087342.652000001,62.09,-0.34,0.16510791425863316,0,0,0
61.9,62.54,60.78,62.09,-0.24,-0.39,743195.22,4589333.023,61.85,-0.6866666666666666,0.26997760518367897,0,1,0
61.86,62.56,61.0,61.85,-0.76,-1.23,605493.96,3743256.874,61.09,-0.6166666666666667,0.23422936332140634,0,0,1
60.6,61.5,60.6,61.09,-0.02,-0.03,465376.39,2837582.693,61.07,-1.1900000000000002,-0.034946051055498605,-1,0,1
61.28,61.35,59.6,61.07,-1.28,-2.1,607496.72,3673033.33,59.79,-0.9866666666666667,0.10219538931851258,-1,0,-1
59.1,59.61,57.8,59.79,-0.55,-0.92,717927.64,4222114.929,59.24,-0.22000000000000006,0.09117049127793536,0,0,0
59.1,59.45,57.44,59.24,-1.74,-2.94,697084.1,4051818.403,57.5,-0.7599999999999999,-0.1023305291448188,0,0,-1
57.11,57.95,56.53,57.5,-0.67,-1.17,735991.24,4196752.214,56.83,-0.16333333333333325,0.013928827560638254,0,0,1
57.12,58.63,57.1,56.83,1.75,3.08,645112.04,3729377.8,58.58,-1.0199999999999998,-0.08698781986451809,-1,0,1
58.28,58.28,54.65,58.58,-3.36,-5.74,900189.16,5082587.156,55.22,0.10333333333333339,0.11058695118513814,0,0,0
55.6,56.56,54.33,55.22,1.12,2.03,949167.01,5276896.813,56.34,0.19999999999999998,0.19228854992380326,0,0,-1
56.23,56.88,55.37,56.34,-0.82,-1.46,519493.68,2909529.8510000003,55.52,1.1199999999999999,-0.1093016885272092,1,0,0
55.7,56.27,55.18,55.52,0.01,0.02,548434.32,3054478.672,55.53,0.8833333333333332,-0.3806912771100448,1,-1,1
55.98,57.65,55.54,55.53,1.41,2.54,824311.19,4674671.786,56.94,0.04999999999999997,-0.024140028613171917,0,0,0
57.6,58.91,57.2,56.94,1.94,3.41,696043.04,4054246.9639999997,58.88,-0.16666666666666666,-0.07526263852055728,0,0,-1
59.0,59.05,57.55,58.88,-0.7,-1.19,555627.43,3233279.752,58.18,0.12,-0.018229315605628682,0,0,-1
56.75,57.51,56.56,58.18,-1.09,-1.87,473781.85,2701645.1939999997,57.09,0.21,-0.05865355229200463,0,0,1
57.24,58.89,57.24,57.09,1.29,2.26,647707.63,3777942.008,58.38,-0.11999999999999998,-0.1717031184672452,0,0,-1
58.77,58.92,58.28,58.38,0.16,0.27,393785.46,2307228.865,58.54,-0.24333333333333332,-0.45294720376735426,0,-1,1
58.3,58.78,57.38,58.54,-0.82,-1.4,431942.08,2494024.299,57.72,0.33,-0.07776787745465763,0,0,0
57.9,58.26,57.42,57.72,0.3,0.52,379943.02,2195501.1380000003,58.02,0.94,-0.626616216166331,1,-1,1
58.28,59.11,57.75,58.02,-0.21,-0.36,464485.05,2717273.9189999998,57.81,1.0899999999999999,-0.2596952796231984,1,-1,-1
58.36,59.3,58.35,57.81,0.9,1.56,703699.03,4143173.505,58.71,1.01,-0.133577203823438,1,0,1
58.6,61.61,58.23,58.71,2.13,3.628,1069350.78,6433573.521000001,60.84,0.44,0.11347668122037671,0,0,1
60.35,61.6,60.25,60.84,0.24,0.3945,804573.37,4898411.219,61.08,-0.09333333333333334,0.24296766984083193,0,0,1
61.06,63.0,61.03,61.08,0.66,1.0806,836847.07,5207884.86,61.74,-0.29000000000000004,0.3584025658691962,0,1,-1
62.23,62.24,61.4,61.74,0.42,0.6803,409006.24,2529701.219,62.16,-0.20000000000000004,-0.08902400190750157,0,0,1
62.28,62.48,60.68,62.16,-1.36,-2.1879,482593.31,2960086.715,60.8,0.26666666666666666,0.10122866156708829,0,0,1
60.98,61.33,60.57,60.8,0.07,0.1151,334171.59,2037644.574,60.87,-0.38999999999999996,-0.1442664400210861,0,0,-1
60.9,61.92,60.75,60.87,0.69,1.1336,376370.18,2303730.924,61.56,-1.0999999999999999,-0.24146119644801214,-1,-1,0
61.6,61.89,60.82,61.56,0.04,0.065,260698.59,1600697.2319999998,61.6,-1.26,-0.09158222694006252,-1,0,0
61.8,62.41,59.62,61.6,-1.9,-3.0844,563434.32,3440050.5710000005,59.7,-0.6233333333333333,-0.022570282028755613,0,0,-1
59.41,59.49,57.8,59.7,-1.44,-2.4121,646804.28,3782255.9269999997,58.26,0.43333333333333335,-0.011823016870680096,0,0,1
58.43,58.76,57.78,58.26,-0.44,-0.7552,362083.3,2109021.4390000002,57.82,0.18666666666666668,-0.22536645844727762,0,0,1
57.81,58.86,57.36,57.82,0.01,0.0173,419785.66,2438442.832,57.83,0.93,-0.4245741977072754,1,-1,0
58.11,59.6,57.96,57.83,1.73,2.9915,561861.21,3306492.624,59.56,0.29333333333333345,-0.05954334771477463,0,0,0
59.55,59.7,58.19,59.56,-1.18,-1.9812,412109.11,2426952.929,58.38,0.38999999999999996,-0.010039024880633313,0,0,0
58.38,60.99,58.18,58.38,2.24,3.8369,635433.07,3820214.646,60.62,-0.5233333333333333,-0.007333139343827441,0,0,1
60.56,60.96,59.83,60.62,-0.18,-0.2969,349041.51,2108590.693,60.44,-1.1366666666666667,-0.09654043739396612,-1,0,0
59.8,59.85,58.66,60.44,-0.89,-1.4725,454649.48,2692879.775,59.55,-0.8566666666666666,0.036212953327907874,-1,0,0
59.56,59.72,58.58,59.55,-0.5,-0.8396,308740.67,1824184.784,59.05,-0.8233333333333333,-0.1262170650587607,-1,0,-1
59.03,59.05,56.67,59.05,-2.02,-3.4208,613747.92,3531927.672,57.03,0.26,-0.2018501171474968,0,0,-1
56.38,57.95,55.88,57.03,-0.05,-0.0877,475074.98,2710351.662,56.98,0.8133333333333334,-0.4222689975433807,1,-1,0
57.7,57.82,56.46,56.98,-0.4,-0.7020000000000001,351360.05,2009697.4009999998,56.58,1.45,-0.33103177952556223,1,-1,0
56.94,57.82,56.76,56.58,1.23,2.1739,462142.66,2653996.2369999997,57.81,1.4400000000000002,-0.39818456683470443,1,-1,0
57.86,59.65,57.86,57.81,1.61,2.785,636650.64,3768112.543,59.42,1.0166666666666666,-0.06549873111079438,1,0,-1
61.28,61.5,60.37,59.42,1.51,2.5412,1041857.14,6355540.682,60.93,0.8466666666666667,0.3381798579072483,1,1,0
61.01,62.38,61.01,60.93,1.2,1.9695,756111.3,4682981.908,62.13,0.2566666666666667,0.16958122633258155,0,0,1
61.7,63.33,61.5,62.13,0.34,0.5472,572631.51,3574475.333,62.47,0.18000000000000002,0.08708545414189939,0,0,1
63.08,63.68,62.72,62.47,1.0,1.6008,585793.43,3706028.568,63.47,-0.10333333333333332,0.10208776182214269,0,0,-1
63.8,63.84,62.6,63.47,-0.57,-0.8981,424944.21,2683512.0930000003,62.9,0.026666666666666672,0.23664879845249884,0,0,0
62.68,63.3,62.65,62.9,0.11,0.1749,278926.79,1757300.92,63.01,-0.09333333333333334,0.020074267393535884,0,0,1
63.5,64.05,63.02,63.01,0.15,0.2381,458496.33,2916938.041,63.16,0.5466666666666666,0.12448936088504109,0,0,1
62.4,63.43,62.2,63.16,-0.18,-0.285,521114.0,3273908.6610000003,62.98,-0.06000000000000005,0.20382564164192465,0,0,0
62.6,63.0,62.11,62.98,-0.25,-0.397,323790.59,2027395.425,62.73,-0.26333333333333336,0.10273089318027007,0,0,0
62.85,64.93,62.54,62.73,2.07,3.2999,658378.78,4208358.192,64.8,-0.4666666666666666,0.0851317349802369,0,0,0
64.41,64.64,62.8,64.8,-2.0,-3.0864,507437.18,3235414.305,62.8,-0.05000000000000001,0.10705465843954845,0,0,-1
62.1,62.52,61.01,62.18,-0.86,-1.3831,457426.29,2827435.7060000002,61.32,0.12,0.17247350607283762,0,0,1
61.88,63.5,61.6,61.32,1.46,2.381,494711.65,3105514.558,62.78,-0.7266666666666667,0.01923743882540892,0,0,0
62.6,62.87,61.6,62.78,-0.75,-1.1946,323390.01,2008532.822,62.03,0.1233333333333333,0.14262013390473974,0,0,-1
62.0,62.58,61.25,62.03,-0.35,-0.5642,347070.57,2147831.325,61.68,0.54,0.07783259107246326,0,0,0
61.31,61.46,60.28,61.68,-1.08,-1.751,435460.28,2644081.431,60.6,0.6366666666666667,0.10628629497675388,0,0,0
61.78,62.4,61.01,60.6,1.8,2.9703,538846.97,3328513.24,62.4,0.5733333333333334,0.04521059312615054,0,0,1
62.57,63.76,62.42,62.4,0.9,1.4423,558370.41,3529776.705,63.3,0.6166666666666667,0.07249224898640974,0,0,0
62.3,63.18,62.25,63.3,-0.79,-1.248,269595.87,1686602.295,62.51,0.7633333333333333,0.137470189690396,1,0,-1
62.15,64.3,62.1,62.51,1.61,2.5756,635569.33,4033820.4710000004,64.12,1.1233333333333333,0.09349497167884091,1,0,0
64.09,65.8,63.81,64.12,1.03,1.6064,834705.07,5411874.454,65.15,0.68,0.38077671555290676,0,1,0
65.2,65.56,64.61,65.15,-0.35,-0.5372,418923.78,2721332.7410000004,64.8,1.0533333333333335,0.280305337614067,1,1,0
65.28,67.5,64.97,64.8,2.69,4.1512,810431.09,5386807.332,67.49,-0.09666666666666666,0.10989718855387468,0,0,-1
66.9,67.73,66.48,67.49,-0.3,-0.4445,578103.89,3878568.209,67.19,0.4366666666666667,0.3562259956626153,0,1,0
67.23,69.0,66.83,67.19,0.77,1.146,908525.51,6186718.195,67.96,-1.06,0.31815714123427913,-1,1,0
67.73,67.75,66.86,67.96,-0.76,-1.1183,623574.33,4190581.061,67.2,-0.7333333333333333,0.41578408136604716,0,1,1
67.5,69.1,67.44,67.2,1.3,1.9345,739523.87,5052835.863,68.5,-1.2833333333333334,0.11574369548082808,-1,0,0
66.8,66.84,64.71,68.5,-3.72,-5.4307,1128444.71,7402497.487000001,64.78,-0.9766666666666666,0.0711357829469201,-1,0,0
64.63,65.38,64.33,64.78,0.22,0.3396,486319.08,3155728.0310000004,65.0,-0.37666666666666665,0.19563774116744162,0,0,0
65.09,65.58,64.2,65.0,-0.35,-0.5385,582799.02,3780647.727,64.65,-0.4833333333333332,0.3645812101407638,0,1,-1
62.1,63.2,61.38,64.65,-2.8,-4.331,1145327.45,7141404.125,61.85,0.7166666666666668,0.1575033836701211,1,0,1
62.5,64.25,62.3,61.85,2.02,3.266,774616.71,4901391.148,63.87,0.09666666666666668,0.10118725074988635,0,0,1
63.9,64.44,63.09,63.87,-0.67,-1.0490000000000002,539743.26,3437483.874,63.2,-0.24999999999999997,0.32472078625964523,0,1,1
63.35,65.18,63.33,63.2,0.8,1.2658,584034.99,3761333.74,64.0,0.5399999999999999,0.15746621329493998,0,0,-1
65.17,65.32,62.41,64.0,0.16,0.25,761401.92,4861851.848999999,64.16,1.2566666666666666,0.35292440147191584,1,1,1
63.49,63.52,62.25,64.16,-1.71,-2.6652,603019.84,3788520.1289999997,62.45,1.0200000000000002,0.1348291582234215,1,0,1
61.99,66.1,61.88,62.45,3.17,5.0761,1138815.16,7314843.217999999,65.62,0.21000000000000005,0.14542324555661873,0,0,1
66.01,69.42,65.62,65.62,2.31,3.5203,1616881.74,10961620.26,67.93,-0.42333333333333334,0.459983386351546,0,1,-1
68.0,68.32,64.88,67.93,-2.42,-3.5625,1172134.46,7814653.832,65.51,0.009999999999999934,0.21358921193066638,0,0,1
65.78,67.85,65.56,65.51,0.74,1.1296,810632.05,5398315.0139999995,66.25,-1.4166666666666667,0.3612662553248524,-1,1,0
64.2,66.66,64.2,66.25,0.41,0.6189,736202.53,4816111.1219999995,66.66,-1.2866666666666668,0.32770641388742033,-1,1,-1
66.3,66.77,64.38,66.66,-1.12,-1.6802,797411.04,5212551.961,65.54,-0.6366666666666667,0.3872481576376562,0,1,1
65.87,65.99,61.9,65.54,-3.54,-5.4013,1216419.42,7666491.234,62.0,0.7666666666666666,0.09238424086656374,1,0,-1
60.0,64.63,59.5,62.0,0.8,1.2903,1269208.29,7969650.42,62.8,1.5166666666666666,0.8613123719665435,1,1,-1
63.01,63.95,62.16,62.8,0.83,1.3217,782835.25,4948893.033,63.63,0.9833333333333333,0.340720035268417,1,1,0
64.22,65.5,64.08,63.63,0.67,1.053,689871.09,4463737.106000001,64.3,0.8333333333333334,0.2873161184400312,1,1,0
66.92,67.35,65.55,64.3,3.05,4.7434,1173949.37,7821171.766,67.35,-0.41,0.19982279045610052,0,0,1
66.5,67.05,65.7,67.35,-0.77,-1.1433,547131.86,3634382.539,66.58,-0.09333333333333337,0.39809523267909175,0,1,0
66.2,66.8,65.8,66.58,0.22,0.3304,385081.85,2553280.683,66.8,-0.7266666666666666,0.17498470317627227,0,0,0
66.89,67.34,65.9,66.8,-0.68,-1.018,510658.43,3393066.441,66.12,-0.48666666666666664,0.3824289891377626,0,1,0
66.93,67.17,66.0,66.12,0.18,0.2722,504946.17,3364558.9439999997,66.3,-0.43,0.22125749097330108,0,0,1
65.75,65.98,64.38,66.3,-1.68,-2.5339,544689.7,3544347.557,64.62,-0.22333333333333338,0.2003735587886068,0,0,1
64.4,65.14,63.75,64.62,0.04,0.0619,458511.64,2956910.272,64.66,0.1466666666666666,0.20726657312284497,0,0,1
63.78,65.57,63.5,64.66,0.35,0.5413,520997.95,3362080.7430000002,65.01,0.07999999999999995,0.18560678864918728,0,0,-1
65.05,65.09,63.6,65.01,-1.06,-1.6305,573814.07,3680152.361,63.95,-1.06,0.32350825402521594,-1,1,1
64.0,65.14,63.77,63.95,1.15,1.7983,500579.86,3231462.6760000004,65.1,1.15,0.09501479087978046,1,0,1
65.0,66.39,64.69,65.1,0.15,0.2304,619879.08,4063786.057,65.25,0.15,0.28426560820132246,0,1,1
